Area Maximum,Valid Landslide,Latitude,Longitude,X Coordinate,Y Coordinate,slope,land_cover
1.1,1,-36.561382,174.637626,1746548.06,5952535.35,E    +F,Low Producing Grassland
225.0,1,-36.561142,174.638175,1746597.65,5952561.2,E    +F,Low Producing Grassland
46.0,1,-36.561022,174.638999,1746671.56,5952573.27,E    +F,Low Producing Grassland
225.0,1,-36.559392,174.640047,1746768.46,5952752.5,E    +F,Low Producing Grassland
9.0,1,-36.543876,174.64567,1747301.17,5954465.149999999,E    +F,Low Producing Grassland
225.0,1,-36.561333,174.652211,1747853.42,5952518.5,E,Low Producing Grassland
46.0,1,-36.561317,174.652467,1747876.39,5952519.84,E,Low Producing Grassland
225.0,1,-36.543604,174.655092,1748145.1,5954480.87,E    +F,Low Producing Grassland
9.0,1,-36.354839,174.59468,1743083.6,5975512.99,E    +F,Low Producing Grassland
225.0,1,-36.354312,174.595965,1743199.93,5975569.55,E    +F,Low Producing Grassland
46.0,1,-36.343287,174.593657,1743012.99,5976796.03,E    +F,Low Producing Grassland
46.0,1,-36.344019,174.595991,1743221.1,5976711.359999999,F,Low Producing Grassland
46.0,1,-36.355509,174.599083,1743477.47,5975432.22,E    +F,Low Producing Grassland
225.0,1,-36.350526,174.601473,1743701.16,5975981.37,E    +F,Low Producing Grassland
46.0,1,-36.349209,174.611153,1744572.21,5976113.109999999,E    +F,Low Producing Grassland
225.0,1,-36.347274,174.610522,1744519.21,5976328.67,E    +D,Low Producing Grassland
225.0,1,-36.337826,174.613339,1744789.46,5977372.609999999,F,Low Producing Grassland
225.0,1,-36.556114,174.65427,1748047.68,5953094.3,D    +E,Low Producing Grassland
46.0,1,-36.542417,174.65813,1748419.35,5954607.88,E    +F,Low Producing Grassland
46.0,1,-36.58404,174.449329,1729658.65,5950292.26,D,Low Producing Grassland
46.0,1,-36.581308,174.448159,1729558.55,5950596.970000001,E    +F,Low Producing Grassland
46.0,1,-36.581393,174.448357,1729576.18,5950587.27,E    +F,Low Producing Grassland
46.0,1,-36.580897,174.447969,1729542.23,5950642.83,E    +F,Low Producing Grassland
46.0,1,-36.58086,174.448086,1729552.81,5950646.8,E    +F,Low Producing Grassland
46.0,1,-36.580854,174.448219,1729564.72,5950647.24,E    +F,Low Producing Grassland
46.0,1,-36.580862,174.448309,1729572.77,5950646.25,E    +F,Low Producing Grassland
225.0,1,-36.581929,174.446888,1729443.78,5950529.83,E    +F,Low Producing Grassland
46.0,1,-36.578751,174.449623,1729693.81,5950878.64,E    +F,Low Producing Grassland
46.0,1,-36.578657,174.449518,1729684.55,5950889.22,E    +F,Low Producing Grassland
46.0,1,-36.578213,174.449425,1729677.06,5950938.609999999,E    +F,Low Producing Grassland
9.0,1,-36.578127,174.449335,1729669.12,5950948.31,E    +F,Low Producing Grassland
46.0,1,-36.57781,174.449954,1729725.01,5950982.6,E    +F,Low Producing Grassland
225.0,1,-36.577884,174.450549,1729778.15,5950973.56,E    +F,Low Producing Grassland
46.0,1,-36.577768,174.450471,1729771.31,5950986.57,E    +F,Low Producing Grassland
9.0,1,-36.576733,174.451558,1729870.36,5951099.96,E    +F,Low Producing Grassland
46.0,1,-36.576794,174.449986,1729729.58,5951095.22,E    +F,Low Producing Grassland
46.0,1,-36.576658,174.450084,1729738.62,5951110.21,E    +F,Low Producing Grassland
46.0,1,-36.576552,174.450142,1729743.91,5951121.9,E    +F,Low Producing Grassland
46.0,1,-36.576439,174.4501,1729740.38,5951134.46,E    +F,Low Producing Grassland
225.0,1,-36.576287,174.450036,1729734.87,5951151.44,E    +F,Low Producing Grassland
225.0,1,-36.574994,174.450489,1729777.65,5951294.319999999,E    +F,Low Producing Grassland
225.0,1,-36.575147,174.450921,1729816.01,5951276.68,E    +F,Low Producing Grassland
46.0,1,-36.574764,174.450741,1729800.58,5951319.45,E    +F,Low Producing Grassland
46.0,1,-36.574695,174.450809,1729806.75,5951326.95,E    +F,Low Producing Grassland
46.0,1,-36.574482,174.451161,1729838.61,5951350.21,E    +F,Low Producing Grassland
225.0,1,-36.574233,174.451292,1729850.74,5951377.55,E    +F,Low Producing Grassland
9.0,1,-36.573688,174.450548,1729785.03,5951439.07,E    +F,Low Producing Grassland
46.0,1,-36.573581,174.450254,1729758.91,5951451.3,E    +F,Low Producing Grassland
46.0,1,-36.573123,174.450169,1729752.07,5951502.24,E    +F,Low Producing Grassland
46.0,1,-36.57208,174.452586,1729970.13,5951614.68,E    +F,Low Producing Grassland
46.0,1,-36.572449,174.452562,1729967.38,5951573.78,E    +F,Low Producing Grassland
46.0,1,-36.572648,174.452356,1729948.63,5951551.96,E    +F,Low Producing Grassland
46.0,1,-36.572694,174.452542,1729965.17,5951546.659999999,E    +F,Low Producing Grassland
225.0,1,-36.573578,174.448263,1729580.75,5951454.39,E    +F,Low Producing Grassland
46.0,1,-36.57366,174.448163,1729571.71,5951445.35,E    +F,Low Producing Grassland
225.0,1,-36.575107,174.445291,1729312.31,5951288.69,E    +F,Low Producing Grassland
46.0,1,-36.575235,174.445109,1729295.77,5951274.8,E    +F,Low Producing Grassland
46.0,1,-36.575102,174.444916,1729278.8,5951289.8,A,Low Producing Grassland
46.0,1,-36.576743,174.447977,1729549.88,5951103.6,E    +F,Low Producing Grassland
225.0,1,-36.578591,174.444591,1729243.85,5950903.17,E    +F,Low Producing Grassland
1.1,1,-36.578869,174.444951,1729275.6,5950871.87,E    +F,Low Producing Grassland
46.0,1,-36.579517,174.445584,1729331.16,5950799.109999999,E    +F,Low Producing Grassland
46.0,1,-36.57964,174.445621,1729334.25,5950785.44,E    +F,Low Producing Grassland
46.0,1,-36.5797,174.445597,1729332.04,5950778.819999999,E    +F,Low Producing Grassland
225.0,1,-36.580542,174.444947,1729272.51,5950686.22,E    +F,Low Producing Grassland
225.0,1,-36.580298,174.444095,1729196.67,5950714.44,E    +F,Low Producing Grassland
225.0,1,-36.580352,174.443958,1729184.32,5950708.71,E    +F,Low Producing Grassland
46.0,1,-36.580926,174.444486,1729230.62,5950644.319999999,E    +F,Low Producing Grassland
46.0,1,-36.581717,174.444566,1729236.46,5950556.46,E    +F,Low Producing Grassland
46.0,1,-36.581654,174.444664,1729245.28,5950563.3,E    +F,Low Producing Grassland
46.0,1,-36.58165,174.444851,1729262.04,5950563.52,E    +F,Low Producing Grassland
46.0,1,-36.581628,174.444981,1729273.73,5950565.72,E    +F,Low Producing Grassland
46.0,1,-36.581615,174.445087,1729283.21,5950567.04,E    +F,Low Producing Grassland
225.0,1,-36.584582,174.446946,1729444.6,5950235.430000001,D,Low Producing Grassland
46.0,1,-36.585394,174.447834,1729522.65,5950144.149999999,D,Low Producing Grassland
46.0,1,-36.585766,174.439752,1728799.02,5950113.72,E    +F,Low Producing Grassland
46.0,1,-36.58583,174.439699,1728794.17,5950106.67,E    +F,Low Producing Grassland
46.0,1,-36.58597,174.439662,1728790.64,5950091.23,E    +F,Low Producing Grassland
46.0,1,-36.586137,174.439641,1728788.44,5950072.71,E    +F,Low Producing Grassland
225.0,1,-36.586291,174.442374,1729032.73,5950051.99,D,Low Producing Grassland
225.0,1,-36.58606,174.44238,1729033.62,5950077.56,D,Low Producing Grassland
225.0,1,-36.585959,174.442521,1729046.4,5950088.59,D,Low Producing Grassland
225.0,1,-36.584804,174.440079,1728829.89,5950220.0,E    +F,Low Producing Grassland
46.0,1,-36.584916,174.440042,1728826.36,5950207.649999999,E    +F,Low Producing Grassland
46.0,1,-36.584949,174.43991,1728814.45,5950204.119999999,E    +F,Low Producing Grassland
225.0,1,-36.581953,174.444078,1729192.37,5950530.88,E    +F,Low Producing Grassland
46.0,1,-36.580964,174.443967,1729184.1,5950640.8,E    +F,Low Producing Grassland
225.0,1,-36.580829,174.443785,1729168.0,5950656.01,E    +F,Low Producing Grassland
225.0,1,-36.580135,174.442665,1729069.0,5950734.5,E    +F,Low Producing Grassland
225.0,1,-36.46273,174.616234,1744817.3,5963511.94,E    +F,Low Producing Grassland
9.0,1,-36.462773,174.616023,1744798.34,5963507.53,E    +F,Low Producing Grassland
46.0,1,-36.51727,174.681543,1750563.92,5957361.34,E    +F,Low Producing Grassland
46.0,1,-36.522923,174.684106,1750782.44,5956730.13,E    +F,Low Producing Grassland
46.0,1,-36.520314,174.683307,1750716.0,5957020.88,E    +F,Low Producing Grassland
46.0,1,-36.520325,174.683403,1750724.57,5957019.46,E    +F,Low Producing Grassland
46.0,1,-36.520691,174.683211,1750706.71,5956979.21,E    +F,Low Producing Grassland
46.0,1,-36.520783,174.683208,1750706.24,5956968.970000001,E    +F,Low Producing Grassland
225.0,1,-36.518061,174.68304,1750696.48,5957271.149999999,E    +F,Low Producing Grassland
1.1,1,-36.518539,174.684988,1750869.97,5957215.17,E    +F,Low Producing Grassland
46.0,1,-36.488479,174.582375,1741736.31,5960705.78,E    +F,Low Producing Grassland
46.0,1,-36.488472,174.58245,1741743.09,5960706.46,E    +F,Low Producing Grassland
46.0,1,-36.488198,174.582677,1741763.92,5960736.6,E    +F,Low Producing Grassland
46.0,1,-36.488331,174.582385,1741737.5,5960722.21,E    +F,Low Producing Grassland
46.0,1,-36.485381,174.581578,1741670.61,5961050.72,E    +F,Low Producing Grassland
46.0,1,-36.484787,174.581801,1741691.61,5961116.25,E    +F,Low Producing Grassland
46.0,1,-36.485067,174.581396,1741654.87,5961085.77,E    +F,Low Producing Grassland
46.0,1,-36.473245,174.582005,1741730.9,5962396.41,E,Low Producing Grassland
46.0,1,-36.473317,174.581951,1741725.99,5962388.45,E,Low Producing Grassland
225.0,1,-36.473447,174.580775,1741620.32,5962375.75,E,Low Producing Grassland
46.0,1,-36.473151,174.579973,1741549.03,5962409.79,E,Low Producing Grassland
225.0,1,-36.481841,174.579951,1741531.25,5961445.77,E,Low Producing Grassland
46.0,1,-36.482456,174.580207,1741553.1,5961377.19,E,Low Producing Grassland
225.0,1,-36.489053,174.580577,1741574.26,5960644.819999999,E    +F,Low Producing Grassland
46.0,1,-36.489146,174.580453,1741562.92,5960634.659999999,E    +F,Low Producing Grassland
46.0,1,-36.489233,174.580298,1741548.86,5960625.18,E    +F,Low Producing Grassland
225.0,1,-36.489267,174.57993,1741515.84,5960621.96,E    +F,Low Producing Grassland
225.0,1,-36.489476,174.580798,1741593.23,5960597.58,E    +F,Low Producing Grassland
225.0,1,-36.489648,174.580718,1741585.78,5960578.619999999,E    +F,Low Producing Grassland
225.0,1,-36.489541,174.580463,1741563.09,5960590.81,E    +F,Low Producing Grassland
46.0,1,-36.489735,174.578811,1741414.75,5960571.67,E    +F,Low Producing Grassland
46.0,1,-36.489947,174.579201,1741449.29,5960547.63,E    +F,Low Producing Grassland
46.0,1,-36.491378,174.576935,1741243.72,5960392.18,E    +F,Low Producing Grassland
46.0,1,-36.490636,174.576487,1741204.95,5960475.149999999,E    +F,Low Producing Grassland
46.0,1,-36.489976,174.578642,1741399.17,5960545.26,E    +F,Low Producing Grassland
46.0,1,-36.490076,174.578538,1741389.69,5960534.25,E    +F,Low Producing Grassland
225.0,1,-36.490205,174.578599,1741394.91,5960519.94,E    +F,Low Producing Grassland
46.0,1,-36.489623,174.577718,1741317.05,5960585.73,E    +F,Low Producing Grassland
46.0,1,-36.488939,174.577961,1741340.07,5960661.25,E    +F,Low Producing Grassland
46.0,1,-36.486996,174.57692,1741250.33,5960878.34,E    +F,Low Producing Grassland
46.0,1,-36.485032,174.578513,1741396.63,5961093.9,E    +F,Low Producing Grassland
46.0,1,-36.485075,174.57841,1741387.32,5961089.319999999,E    +F,Low Producing Grassland
46.0,1,-36.484922,174.576654,1741230.35,5961108.8,E    +F,Low Producing Grassland
46.0,1,-36.483891,174.578373,1741386.13,5961220.73,E    +F,Low Producing Grassland
225.0,1,-36.481667,174.578029,1741359.38,5961467.95,E,Low Producing Grassland
225.0,1,-36.479454,174.574875,1741080.83,5961718.06,E,Low Producing Grassland
225.0,1,-36.479565,174.574669,1741062.2,5961706.04,E,Low Producing Grassland
225.0,1,-36.479332,174.575301,1741119.26,5961730.930000001,E,Low Producing Grassland
46.0,1,-36.479753,174.575089,1741099.45,5961684.53,E,Low Producing Grassland
225.0,1,-36.480782,174.57616,1741193.6,5961568.88,E,Low Producing Grassland
46.0,1,-36.484082,174.574976,1741081.5,5961204.470000001,E    +F,Low Producing Grassland
225.0,1,-36.484496,174.575876,1741161.43,5961157.23,E    +F,Low Producing Grassland
225.0,1,-36.484411,174.575283,1741108.43,5961167.56,E    +F,Low Producing Grassland
46.0,1,-36.490076,174.575647,1741130.78,5960538.48,E    +F,Low Producing Grassland
46.0,1,-36.490374,174.575532,1741119.94,5960505.63,E    +F,Low Producing Grassland
1.1,1,-36.491747,174.575972,1741156.86,5960352.72,E    +F,Low Producing Grassland
225.0,1,-36.491582,174.575986,1741158.38,5960371.01,E    +F,Low Producing Grassland
225.0,1,-36.491675,174.575769,1741138.74,5960361.02,E    +F,Low Producing Grassland
46.0,1,-36.491623,174.575539,1741118.25,5960367.119999999,E    +F,Low Producing Grassland
225.0,1,-36.491636,174.575127,1741081.33,5960366.27,E    +F,Low Producing Grassland
1.1,1,-36.493766,174.572359,1740829.53,5960133.95,E,Low Producing Grassland
1.1,1,-36.493458,174.572392,1740833.09,5960168.149999999,E,Low Producing Grassland
1.1,1,-36.493294,174.572869,1740876.1,5960185.59,E,Low Producing Grassland
46.0,1,-36.493455,174.572956,1740883.55,5960167.64,E,Low Producing Grassland
225.0,1,-36.485033,174.572912,1740894.9,5961102.02,E,Low Producing Grassland
1.1,1,-36.482246,174.572812,1740890.96,5961411.37,E,Low Producing Grassland
46.0,1,-36.480943,174.572623,1740876.44,5961556.18,E,Low Producing Grassland
46.0,1,-36.481026,174.572527,1740867.63,5961547.03,E,Low Producing Grassland
46.0,1,-36.480088,174.573224,1740931.81,5961650.159999999,E,Low Producing Grassland
225.0,1,-36.479418,174.573326,1740942.14,5961724.319999999,E,Low Producing Grassland
46.0,1,-36.479671,174.573314,1740940.62,5961696.22,E,Low Producing Grassland
46.0,1,-36.478647,174.573394,1740949.59,5961809.67,E,Low Producing Grassland
46.0,1,-36.472586,174.572371,1740868.99,5962483.619999999,E    +F,Low Producing Grassland
46.0,1,-36.48023,174.57063,1740699.15,5961638.13,E,Low Producing Grassland
46.0,1,-36.484065,174.57035,1740667.14,5961213.109999999,E,Low Producing Grassland
9.0,1,-36.488669,174.571734,1740782.8,5960700.37,E,Low Producing Grassland
46.0,1,-36.488796,174.571603,1740770.78,5960686.48,E,Low Producing Grassland
46.0,1,-36.490526,174.571212,1740732.68,5960495.13,E,Low Producing Grassland
46.0,1,-36.490447,174.571386,1740748.42,5960503.6,E,Low Producing Grassland
46.0,1,-36.492739,174.571913,1740791.43,5960248.58,E,Low Producing Grassland
46.0,1,-36.492448,174.571765,1740778.73,5960281.1,E,Low Producing Grassland
46.0,1,-36.494003,174.571462,1740748.76,5960109.05,E,Low Producing Grassland
225.0,1,-36.493766,174.571489,1740751.64,5960135.3,E,Low Producing Grassland
46.0,1,-36.493848,174.568591,1740491.88,5960130.39,E,Low Producing Grassland
225.0,1,-36.480484,174.569562,1740602.97,5961611.55,E,Low Producing Grassland
46.0,1,-36.479173,174.567877,1740454.46,5961759.38,D,Low Producing Grassland
46.0,1,-36.479309,174.567672,1740435.83,5961744.64,D,Low Producing Grassland
46.0,1,-36.487474,174.56506,1740187.08,5960842.609999999,E    +F,Low Producing Grassland
46.0,1,-36.492151,174.567309,1740380.12,5960320.55,E,Low Producing Grassland
46.0,1,-36.493412,174.564852,1740157.79,5960184.24,E,Low Producing Grassland
9.0,1,-36.493543,174.564859,1740158.13,5960169.68,E,Low Producing Grassland
46.0,1,-36.492838,174.564015,1740083.79,5960249.09,E,Low Producing Grassland
46.0,1,-36.48562,174.564442,1740135.1,5961049.19,E    +F,Low Producing Grassland
46.0,1,-36.485701,174.564219,1740114.95,5961040.56,E    +F,Low Producing Grassland
46.0,1,-36.483356,174.564508,1740145.09,5961300.31,E,Low Producing Grassland
225.0,1,-36.483702,174.564608,1740153.39,5961261.71,E,Low Producing Grassland
225.0,1,-36.483831,174.564828,1740172.86,5961247.14,E,Low Producing Grassland
46.0,1,-36.51709,174.618163,1744888.86,5957478.59,E    +F,Low Producing Grassland
46.0,1,-36.522871,174.619421,1744990.68,5956835.29,D    +E,Low Producing Grassland
46.0,1,-36.524637,174.618775,1744929.58,5956640.430000001,D    +E,Low Producing Grassland
225.0,1,-36.524726,174.618622,1744915.65,5956630.78,D    +E,Low Producing Grassland
46.0,1,-36.526152,174.618481,1744900.43,5956472.8,D    +E,Low Producing Grassland
46.0,1,-36.5297,174.618857,1744927.44,5956078.58,F    +E,Low Producing Grassland
46.0,1,-36.530376,174.618052,1744854.13,5956004.84,F    +E,Low Producing Grassland
46.0,1,-36.531146,174.618667,1744907.72,5955918.45,F    +E,Low Producing Grassland
46.0,1,-36.531014,174.618702,1744911.15,5955933.03,F    +E,Low Producing Grassland
46.0,1,-36.533081,174.617905,1744835.91,5955704.94,F    +E,Low Producing Grassland
46.0,1,-36.533563,174.6177,1744816.61,5955651.78,F    +E,Low Producing Grassland
1.1,1,-36.534655,174.61929,1744956.92,5955528.25,F    +E,Low Producing Grassland
225.0,1,-36.534723,174.618933,1744924.87,5955521.23,F    +E,Low Producing Grassland
46.0,1,-36.531697,174.617057,1744762.59,5955859.72,F    +E,Low Producing Grassland
46.0,1,-36.531235,174.617488,1744802.04,5955910.31,F    +E,Low Producing Grassland
46.0,1,-36.531182,174.616467,1744710.72,5955917.81,F    +E,Low Producing Grassland
225.0,1,-36.53082,174.616756,1744737.3,5955957.470000001,F    +E,Low Producing Grassland
46.0,1,-36.528998,174.617075,1744769.24,5956159.18,F    +E,Low Producing Grassland
225.0,1,-36.52889,174.61719,1744779.74,5956170.970000001,F    +E,Low Producing Grassland
46.0,1,-36.528872,174.615078,1744590.67,5956176.119999999,E    +F,Low Producing Grassland
46.0,1,-36.52632,174.617197,1744785.1,5956456.08,E    +F,Low Producing Grassland
46.0,1,-36.521977,174.616826,1744760.02,5956938.4,D    +E,Low Producing Grassland
46.0,1,-36.517266,174.6168,1744766.45,5957461.02,E    +F,Low Producing Grassland
46.0,1,-36.523771,174.612478,1744367.31,5956745.9,E    +F,Low Producing Grassland
46.0,1,-36.524216,174.614009,1744503.64,5956694.24,D    +E,Low Producing Grassland
46.0,1,-36.526228,174.61369,1744471.27,5956471.51,E    +F,Low Producing Grassland
46.0,1,-36.526234,174.61357,1744460.56,5956471.08,E    +F,Low Producing Grassland
225.0,1,-36.525948,174.613145,1744423.04,5956503.45,E    +F,Low Producing Grassland
46.0,1,-36.526169,174.614201,1744517.15,5956477.3,E    +F,Low Producing Grassland
225.0,1,-36.526228,174.614552,1744548.44,5956470.23,E    +F,Low Producing Grassland
46.0,1,-36.526566,174.612986,1744407.61,5956435.07,E    +F,Low Producing Grassland
225.0,1,-36.526752,174.613095,1744417.04,5956414.28,E    +F,Low Producing Grassland
46.0,1,-36.527412,174.613293,1744433.55,5956340.75,E    +F,Low Producing Grassland
225.0,1,-36.52761,174.613378,1744440.83,5956318.67,E,Low Producing Grassland
225.0,1,-36.527737,174.613281,1744431.83,5956304.74,E,Low Producing Grassland
1.1,1,-36.527209,174.614002,1744497.43,5956362.19,E,Low Producing Grassland
1.1,1,-36.527609,174.614164,1744511.15,5956317.659999999,E,Low Producing Grassland
225.0,1,-36.527839,174.613742,1744472.99,5956292.73,E,Low Producing Grassland
225.0,1,-36.528947,174.614134,1744506.0,5956169.26,E    +F,Low Producing Grassland
225.0,1,-36.529536,174.614108,1744502.57,5956103.88,E    +F,Low Producing Grassland
46.0,1,-36.53057,174.614273,1744515.43,5955988.98,F    +E,Low Producing Grassland
46.0,1,-36.534176,174.614798,1744555.73,5955588.119999999,F    +E,Low Producing Grassland
225.0,1,-36.534198,174.615287,1744599.46,5955584.9,F    +E,Low Producing Grassland
225.0,1,-36.531384,174.612808,1744382.74,5955900.87,E    +F,Low Producing Grassland
46.0,1,-36.531389,174.612547,1744359.38,5955900.659999999,E    +F,Low Producing Grassland
46.0,1,-36.531374,174.612422,1744348.23,5955902.59,E,Low Producing Grassland
46.0,1,-36.531773,174.612148,1744322.93,5955858.64,E,Low Producing Grassland
46.0,1,-36.532544,174.612605,1744362.38,5955772.470000001,F    +E,Low Producing Grassland
225.0,1,-36.532306,174.612518,1744355.09,5955799.05,F    +E,Low Producing Grassland
225.0,1,-36.532596,174.611765,1744287.13,5955767.970000001,F    +E,Low Producing Grassland
1.1,1,-36.531982,174.611604,1744273.84,5955836.35,E,Low Producing Grassland
46.0,1,-36.529073,174.612367,1744347.59,5956157.9,E,Low Producing Grassland
46.0,1,-36.528569,174.611773,1744295.28,5956214.7,E,Low Producing Grassland
46.0,1,-36.528418,174.611492,1744270.41,5956231.85,E,Low Producing Grassland
225.0,1,-36.528345,174.612168,1744331.08,5956238.930000001,E,Low Producing Grassland
46.0,1,-36.521116,174.612487,1744373.09,5957040.430000001,F,Low Producing Grassland
46.0,1,-36.520539,174.612731,1744396.03,5957104.1,F,Low Producing Grassland
46.0,1,-36.520661,174.611532,1744288.42,5957092.31,E    +F,Low Producing Grassland
46.0,1,-36.520585,174.610925,1744234.19,5957101.74,E    +F,Low Producing Grassland
46.0,1,-36.517956,174.608074,1743983.81,5957397.56,E    +D,Low Producing Grassland
46.0,1,-36.520429,174.60982,1744135.58,5957120.609999999,E    +F,Low Producing Grassland
9.0,1,-36.525762,174.60928,1744077.27,5956529.819999999,E    +F,Low Producing Grassland
46.0,1,-36.525439,174.609852,1744129.15,5956564.76,E    +F,Low Producing Grassland
225.0,1,-36.525315,174.609639,1744110.28,5956578.91,E    +F,Low Producing Grassland
225.0,1,-36.526433,174.608558,1744011.46,5956456.51,E    +F,Low Producing Grassland
46.0,1,-36.528315,174.609974,1744134.72,5956245.57,E    +F,Low Producing Grassland
46.0,1,-36.532481,174.609979,1744127.43,5955783.4,E,Low Producing Grassland
46.0,1,-36.520165,174.608398,1744008.68,5957152.119999999,E    +F,Low Producing Grassland
225.0,1,-36.519956,174.607697,1743946.3,5957176.34,E    +F,Low Producing Grassland
225.0,1,-36.519891,174.607315,1743912.21,5957184.06,E    +F,Low Producing Grassland
46.0,1,-36.51889,174.604593,1743670.41,5957299.17,E    +D,Low Producing Grassland
46.0,1,-36.518742,174.604157,1743631.61,5957316.319999999,E    +D,Low Producing Grassland
46.0,1,-36.518855,174.604368,1743650.26,5957303.46,E    +D,Low Producing Grassland
1.1,1,-36.519306,174.604298,1743643.18,5957253.51,E    +D,Low Producing Grassland
225.0,1,-36.52661,174.604887,1743682.41,5956442.359999999,E,Low Producing Grassland
225.0,1,-36.535812,174.605149,1743688.84,5955421.13,E,Low Producing Grassland
225.0,1,-36.537599,174.604448,1743622.82,5955223.91,E    +F,Low Producing Grassland
225.0,1,-36.531232,174.603733,1743570.52,5955931.31,E,Low Producing Grassland
46.0,1,-36.528198,174.602581,1743472.98,5956269.58,E    +F,Low Producing Grassland
46.0,1,-36.527636,174.603108,1743521.21,5956331.1,E    +F,Low Producing Grassland
46.0,1,-36.524681,174.603004,1743517.35,5956659.08,E    +F,Low Producing Grassland
46.0,1,-36.521709,174.603318,1743551.01,5956988.34,E    +D,Low Producing Grassland
46.0,1,-36.52243,174.60086,1743329.57,5956912.03,E    +F,Low Producing Grassland
46.0,1,-36.531153,174.601713,1743389.81,5955943.1,E,Low Producing Grassland
1.1,1,-36.53693,174.600991,1743314.56,5955303.23,E    +F,Low Producing Grassland
225.0,1,-36.538136,174.60041,1743260.33,5955170.319999999,E    +F,Low Producing Grassland
46.0,1,-36.539578,174.600543,1743269.55,5955010.19,E    +F,Low Producing Grassland
225.0,1,-36.53944,174.600698,1743283.7,5955025.2,E    +F,Low Producing Grassland
46.0,1,-36.538844,174.597619,1743009.1,5955095.94,E    +F,Low Producing Grassland
46.0,1,-36.537879,174.598113,1743055.18,5955202.26,E    +F,Low Producing Grassland
225.0,1,-36.534185,174.597956,1743047.9,5955612.34,E,Low Producing Grassland
1.1,1,-36.534027,174.598307,1743079.62,5955629.27,E,Low Producing Grassland
1.1,1,-36.533047,174.598917,1743136.0,5955737.1,E,Low Producing Grassland
1.1,1,-36.53251,174.599219,1743164.08,5955796.26,E    +F,Low Producing Grassland
46.0,1,-36.528869,174.599379,1743185.09,5956199.91,E    +F,Low Producing Grassland
225.0,1,-36.528633,174.597519,1743018.96,5956228.85,E,Low Producing Grassland
225.0,1,-36.528781,174.597768,1743041.04,5956212.13,E    +F,Low Producing Grassland
46.0,1,-36.522497,174.598194,1743090.77,5956908.6,E    +F,Low Producing Grassland
46.0,1,-36.522708,174.598034,1743075.98,5956885.45,E    +F,Low Producing Grassland
46.0,1,-36.519426,174.597801,1743061.19,5957249.87,E    +F,Low Producing Grassland
46.0,1,-36.519443,174.597686,1743050.9,5957248.149999999,E    +F,Low Producing Grassland
46.0,1,-36.519025,174.598326,1743108.99,5957293.6,E    +F,Low Producing Grassland
46.0,1,-36.519131,174.598199,1743097.41,5957282.02,E    +F,Low Producing Grassland
225.0,1,-36.520533,174.596071,1742904.27,5957129.609999999,E    +F,Low Producing Grassland
225.0,1,-36.522017,174.596686,1742956.58,5956964.119999999,E    +F,Low Producing Grassland
225.0,1,-36.523329,174.596957,1742978.44,5956818.14,E    +F,Low Producing Grassland
46.0,1,-36.524863,174.595978,1742887.98,5956649.430000001,E    +F,Low Producing Grassland
46.0,1,-36.526119,174.595082,1742805.45,5956511.38,E    +F,Low Producing Grassland
46.0,1,-36.528685,174.596849,1742958.93,5956224.13,E,Low Producing Grassland
46.0,1,-36.528698,174.596028,1742885.41,5956223.92,E,Low Producing Grassland
225.0,1,-36.528681,174.595796,1742864.61,5956226.06,E,Low Producing Grassland
46.0,1,-36.52951,174.596404,1742917.56,5956133.24,E,Low Producing Grassland
46.0,1,-36.529698,174.596477,1742923.78,5956112.24,E,Low Producing Grassland
46.0,1,-36.533037,174.596656,1742933.64,5955741.6,E,Low Producing Grassland
225.0,1,-36.534132,174.597421,1743000.09,5955618.98,E,Low Producing Grassland
46.0,1,-36.533835,174.595348,1742815.1,5955655.0,E,Low Producing Grassland
46.0,1,-36.534057,174.595521,1742830.1,5955630.13,E,Low Producing Grassland
46.0,1,-36.534059,174.595389,1742818.31,5955630.13,E,Low Producing Grassland
225.0,1,-36.536619,174.59712,1742968.58,5955343.53,E    +F,Low Producing Grassland
1.1,1,-36.532711,174.59618,1742891.62,5955778.470000001,E,Low Producing Grassland
46.0,1,-36.531074,174.593865,1742687.33,5955963.470000001,E,Low Producing Grassland
46.0,1,-36.531049,174.593579,1742661.83,5955966.68,E,Low Producing Grassland
1.1,1,-36.524194,174.594423,1742749.93,5956725.96,E    +F,Low Producing Grassland
225.0,1,-36.524906,174.594356,1742742.64,5956647.08,E    +F,Low Producing Grassland
225.0,1,-36.522575,174.593066,1742631.39,5956907.53,E    +F,Low Producing Grassland
46.0,1,-36.521169,174.594437,1742756.79,5957061.44,E    +F,Low Producing Grassland
1.1,1,-36.520217,174.59482,1742792.8,5957166.48,E    +F,Low Producing Grassland
46.0,1,-36.519916,174.594854,1742796.45,5957199.92,E    +F,Low Producing Grassland
225.0,1,-36.520226,174.592043,1742544.14,5957169.7,D    +E,Low Producing Grassland
225.0,1,-36.522857,174.592784,1742605.66,5956876.659999999,E    +F,Low Producing Grassland
225.0,1,-36.522809,174.592479,1742578.44,5956882.45,E    +F,Low Producing Grassland
225.0,1,-36.523263,174.591895,1742525.28,5956832.930000001,E    +F,Low Producing Grassland
225.0,1,-36.523235,174.591693,1742507.27,5956836.359999999,E    +F,Low Producing Grassland
46.0,1,-36.525324,174.591977,1742528.92,5956604.2,E    +F,Low Producing Grassland
